device_use,devicetype,latitude,longitude,location_parameters,device_status,network,Cost
Wifi Device Counter,nCounter,-38.1458692,144.3581138,unknown,Active,Not LoraWAN,45097
Wifi Device Counter,nCounter,-38.1496014,144.3608612,unknown,unknown,Not LoraWAN,13205
Wifi Device Counter,nCounter,-38.1470072,144.3565397,unknown,unknown,Not LoraWAN,66064
Wifi Device Counter,nCounter,-38.14762,144.3622749,unknown,Active,Not LoraWAN,25032
Parking,Turbo,-38.148484,144.362902,2P Parrallel,Active,LoraWAN (TTN),65385
Parking,Turbo,-38.1484674,144.3631551,2P Parrallel,Active,LoraWAN (TTN),57526
Parking,Turbo,-38.1515048,144.3643487,2P Diagonal,Active,LoraWAN (TTN),5285
Parking,Turbo,-38.1495576,144.3603029,2P Parrallel,Active,LoraWAN (TTN),92414
Parking,Turbo,-38.1510081,144.3579266,2P Parrallel,Active,LoraWAN (TTN),36119
Parking,Turbo,-38.1512738,144.3581845,2P Parrallel,Active,LoraWAN (TTN),9232
Parking,Turbo,-38.1472291,144.3567211,2P Parrallel,Active,LoraWAN (TTN),95370
Parking,Turbo,-38.1483292,144.3648312,2P Parrallel,Active,LoraWAN (TTN),64004
Wifi Device Counter,nCounter,-38.1430798,144.361831,unknown,Active,LoraWAN (TTN),71741
Wifi Device Counter,nCounter,-38.1463294,144.367355,unknown,Inactive,LoraWAN (TTN),14691
Wifi Device Counter,nCounter,-38.1479277,144.3588385,unknown,Active,LoraWAN (TTN),23774
Weather Station,Atmos,-38.1861465,144.3938752,unknown,Active,Not LoraWAN,33674
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,59479
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,61397
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,35587
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,68660
Wifi Device Counter,nCounter,-38.1494367,144.3774611,unknown,Active,LoraWAN (TTN),76066
Wifi Device Counter,nCounter,-38.1446587,144.3592925,unknown,Assigned,LoraWAN (TTN),93557
Indoor Temp Sensor,Elsys.SE ESM5K,-38.144711,144.360452,unknown,unknown,LoraWAN (TTN),25152
Indoor Temp Sensor,Elsys.SE ESM5K,-38.1468119,144.3588074,unknown,unknown,LoraWAN (TTN),72612
Wifi Device Counter,nCounter,-38.1493122,144.3770579,unknown,Active,LoraWAN (TTN),35247
Wifi Device Counter,nCounter,-38.1447631,144.3595969,unknown,Active,LoraWAN (TTN),88277
Wifi Device Counter,nCounter,-38.1496014,144.3608612,unknown,unknown,LoraWAN (TTN),51255
Wifi Device Counter,nCounter,-38.1489155,144.3584489,unknown,Active,LoraWAN (TTN),97704
Wifi Device Counter,nCounter,-38.1474393,144.3576924,unknown,Active,LoraWAN (TTN),86442
Wifi Device Counter,Cisco Meraki,-38.148573,144.361279,unknown,unknown,Not LoraWAN,69586
Parking,Turbo,-38.1521818,144.3642471,2P Diagonal,Active,LoraWAN (TTN),57002
Parking,Turbo,-38.1525202,144.3632244,2P Parrallel,Active,LoraWAN (TTN),22856
Parking,Turbo,-38.1485123,144.3611459,2P Parrallel,Active,LoraWAN (TTN),45874
Parking,Turbo,-38.1495716,144.3610219,2P Parrallel,Active,LoraWAN (TTN),60413
Parking,Turbo,-38.1498852,144.3614617,2P Parrallel,Active,LoraWAN (TTN),68631
Parking,Turbo,-38.1510205,144.3573064,2P Parrallel,Active,LoraWAN (TTN),53426
Parking,Turbo,-38.1483584,144.3646351,2P Median,Active,LoraWAN (TTN),92151
Parking,Turbo,-38.1432402,144.3611037,3P Diagonal,Active,LoraWAN (TTN),85773
Parking,Turbo,-38.1514218,144.364608,2P Diagonal,To be installed,LoraWAN (TTN),26764
Wifi Device Counter,nCounter,-38.1467049,144.3683997,unknown,Active,LoraWAN (TTN),21926
Wifi Device Counter,nCounter,-38.1475187,144.3737408,unknown,Inactive,LoraWAN (TTN),4124
Wifi Device Counter,nCounter,-38.1861465,144.3938752,unknown,Active,LoraWAN (TTN),57859
Wifi Device Counter,nCounter,-38.1220226,144.3591414,unknown,Active,LoraWAN (TTN),68230
Wifi Device Counter,nCounter,-38.1456638,144.3587789,unknown,Assigned,LoraWAN (TTN),55366
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,51715
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,48662
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,13029
Wifi Device Counter,nCounter,-38.1424258,144.360149,unknown,Inactive,LoraWAN (TTN),14415
Wifi Device Counter,nCounter,-38.1439919,144.3637687,unknown,Inactive,LoraWAN (TTN),47334
Wifi Device Counter,nCounter,-38.1454818,144.3657981,unknown,Inactive,LoraWAN (TTN),27089
Wifi Device Counter,nCounter,-38.1469338,144.3711246,unknown,Active,LoraWAN (TTN),70437
Wifi Device Counter,nCounter,-38.1746141,144.3430678,unknown,Active,LoraWAN (TTN),68493
Wifi Device Counter,nCounter,-38.1274401,144.3549584,unknown,Active,LoraWAN (TTN),70283
Weather Station,Atmos,-38.1220226,144.3591414,unknown,Active,LoraWAN (TTN),32358
Weather Station,Atmos,-38.1456638,144.3587789,unknown,Active,LoraWAN (TTN),6022
Weather Station,Atmos,-38.1274401,144.3549584,unknown,Inactive,Not LoraWAN,71912
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,54050
Wifi Device Counter,nCounter,-38.1687756,144.3512498,unknown,Active,Not LoraWAN,17281
Wifi Device Counter,Cisco Meraki,-38.143849,144.362906,unknown,unknown,Not LoraWAN,17168
Wifi Device Counter,nCounter,-38.1458692,144.3581138,unknown,Active,Not LoraWAN,23878
Wifi Device Counter,nCounter,-38.1496014,144.3608612,unknown,unknown,Not LoraWAN,58252
Wifi Device Counter,nCounter,-38.1470072,144.3565397,unknown,unknown,Not LoraWAN,35682
Wifi Device Counter,nCounter,-38.14762,144.3622749,unknown,Active,Not LoraWAN,94917
Parking,Turbo,-38.148484,144.362902,2P Parrallel,Active,LoraWAN (TTN),29064
Parking,Turbo,-38.1484674,144.3631551,2P Parrallel,Active,LoraWAN (TTN),67401
Parking,Turbo,-38.1515048,144.3643487,2P Diagonal,Active,LoraWAN (TTN),49305
Parking,Turbo,-38.1495576,144.3603029,2P Parrallel,Active,LoraWAN (TTN),32205
Parking,Turbo,-38.1510081,144.3579266,2P Parrallel,Active,LoraWAN (TTN),29924
Parking,Turbo,-38.1512738,144.3581845,2P Parrallel,Active,LoraWAN (TTN),85732
Parking,Turbo,-38.1472291,144.3567211,2P Parrallel,Active,LoraWAN (TTN),16876
Parking,Turbo,-38.1483292,144.3648312,2P Parrallel,Active,LoraWAN (TTN),33879
Wifi Device Counter,nCounter,-38.1430798,144.361831,unknown,Active,LoraWAN (TTN),60919
Wifi Device Counter,nCounter,-38.1463294,144.367355,unknown,Inactive,LoraWAN (TTN),16789
Wifi Device Counter,nCounter,-38.1479277,144.3588385,unknown,Active,LoraWAN (TTN),39553
Weather Station,Atmos,-38.1861465,144.3938752,unknown,Active,Not LoraWAN,67576
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,75888
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,65343
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,47838
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,81757
Wifi Device Counter,nCounter,-38.1494367,144.3774611,unknown,Active,LoraWAN (TTN),65913
Wifi Device Counter,nCounter,-38.1446587,144.3592925,unknown,Assigned,LoraWAN (TTN),60336
Indoor Temp Sensor,Elsys.SE ESM5K,-38.144711,144.360452,unknown,unknown,LoraWAN (TTN),25835
Indoor Temp Sensor,Elsys.SE ESM5K,-38.1468119,144.3588074,unknown,unknown,LoraWAN (TTN),25657
Wifi Device Counter,nCounter,-38.1493122,144.3770579,unknown,Active,LoraWAN (TTN),21181
Wifi Device Counter,nCounter,-38.1447631,144.3595969,unknown,Active,LoraWAN (TTN),66002
Wifi Device Counter,nCounter,-38.1496014,144.3608612,unknown,unknown,LoraWAN (TTN),91349
Wifi Device Counter,nCounter,-38.1489155,144.3584489,unknown,Active,LoraWAN (TTN),17370
Wifi Device Counter,nCounter,-38.1474393,144.3576924,unknown,Active,LoraWAN (TTN),10564
Wifi Device Counter,Cisco Meraki,-38.148573,144.361279,unknown,unknown,Not LoraWAN,46213
Parking,Turbo,-38.1521818,144.3642471,2P Diagonal,Active,LoraWAN (TTN),73709
Parking,Turbo,-38.1525202,144.3632244,2P Parrallel,Active,LoraWAN (TTN),13818
Parking,Turbo,-38.1485123,144.3611459,2P Parrallel,Active,LoraWAN (TTN),18392
Parking,Turbo,-38.1495716,144.3610219,2P Parrallel,Active,LoraWAN (TTN),74541
Parking,Turbo,-38.1498852,144.3614617,2P Parrallel,Active,LoraWAN (TTN),22907
Parking,Turbo,-38.1510205,144.3573064,2P Parrallel,Active,LoraWAN (TTN),59980
Parking,Turbo,-38.1483584,144.3646351,2P Median,Active,LoraWAN (TTN),79432
Parking,Turbo,-38.1432402,144.3611037,3P Diagonal,Active,LoraWAN (TTN),21472
Parking,Turbo,-38.1514218,144.364608,2P Diagonal,To be installed,LoraWAN (TTN),18914
Wifi Device Counter,nCounter,-38.1467049,144.3683997,unknown,Active,LoraWAN (TTN),59582
Wifi Device Counter,nCounter,-38.1475187,144.3737408,unknown,Inactive,LoraWAN (TTN),26624
Wifi Device Counter,nCounter,-38.1861465,144.3938752,unknown,Active,LoraWAN (TTN),44014
Wifi Device Counter,nCounter,-38.1220226,144.3591414,unknown,Active,LoraWAN (TTN),61023
Wifi Device Counter,nCounter,-38.1456638,144.3587789,unknown,Assigned,LoraWAN (TTN),9793
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,21714
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,71260
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,45214
Wifi Device Counter,nCounter,-38.1424258,144.360149,unknown,Inactive,LoraWAN (TTN),52992
Wifi Device Counter,nCounter,-38.1439919,144.3637687,unknown,Inactive,LoraWAN (TTN),38952
Wifi Device Counter,nCounter,-38.1454818,144.3657981,unknown,Inactive,LoraWAN (TTN),25345
Wifi Device Counter,nCounter,-38.1469338,144.3711246,unknown,Active,LoraWAN (TTN),72033
Wifi Device Counter,nCounter,-38.1746141,144.3430678,unknown,Active,LoraWAN (TTN),20474
Wifi Device Counter,nCounter,-38.1274401,144.3549584,unknown,Active,LoraWAN (TTN),19445
Weather Station,Atmos,-38.1220226,144.3591414,unknown,Active,LoraWAN (TTN),45132
Weather Station,Atmos,-38.1456638,144.3587789,unknown,Active,LoraWAN (TTN),77662
Weather Station,Atmos,-38.1274401,144.3549584,unknown,Inactive,Not LoraWAN,56847
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,75699
Wifi Device Counter,nCounter,-38.1687756,144.3512498,unknown,Active,Not LoraWAN,30934
Wifi Device Counter,Cisco Meraki,-38.143849,144.362906,unknown,unknown,Not LoraWAN,41649
Wifi Device Counter,nCounter,-38.1458692,144.3581138,unknown,Active,Not LoraWAN,96427
Wifi Device Counter,nCounter,-38.1496014,144.3608612,unknown,unknown,Not LoraWAN,27329
Wifi Device Counter,nCounter,-38.1470072,144.3565397,unknown,unknown,Not LoraWAN,78177
Wifi Device Counter,nCounter,-38.14762,144.3622749,unknown,Active,Not LoraWAN,36629
Parking,Turbo,-38.148484,144.362902,2P Parrallel,Active,LoraWAN (TTN),12793
Parking,Turbo,-38.1484674,144.3631551,2P Parrallel,Active,LoraWAN (TTN),80109
Parking,Turbo,-38.1515048,144.3643487,2P Diagonal,Active,LoraWAN (TTN),53872
Parking,Turbo,-38.1495576,144.3603029,2P Parrallel,Active,LoraWAN (TTN),67054
Parking,Turbo,-38.1510081,144.3579266,2P Parrallel,Active,LoraWAN (TTN),34088
Parking,Turbo,-38.1512738,144.3581845,2P Parrallel,Active,LoraWAN (TTN),82630
Parking,Turbo,-38.1472291,144.3567211,2P Parrallel,Active,LoraWAN (TTN),44963
Parking,Turbo,-38.1483292,144.3648312,2P Parrallel,Active,LoraWAN (TTN),60379
Wifi Device Counter,nCounter,-38.1430798,144.361831,unknown,Active,LoraWAN (TTN),98076
Wifi Device Counter,nCounter,-38.1463294,144.367355,unknown,Inactive,LoraWAN (TTN),13482
Wifi Device Counter,nCounter,-38.1479277,144.3588385,unknown,Active,LoraWAN (TTN),76037
Weather Station,Atmos,-38.1861465,144.3938752,unknown,Active,Not LoraWAN,37681
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,12365
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,41921
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,36777
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,65809
Wifi Device Counter,nCounter,-38.1494367,144.3774611,unknown,Active,LoraWAN (TTN),94035
Wifi Device Counter,nCounter,-38.1446587,144.3592925,unknown,Assigned,LoraWAN (TTN),67127
Indoor Temp Sensor,Elsys.SE ESM5K,-38.144711,144.360452,unknown,unknown,LoraWAN (TTN),19014
Indoor Temp Sensor,Elsys.SE ESM5K,-38.1468119,144.3588074,unknown,unknown,LoraWAN (TTN),53088
Wifi Device Counter,nCounter,-38.1493122,144.3770579,unknown,Active,LoraWAN (TTN),35259
Wifi Device Counter,nCounter,-38.1447631,144.3595969,unknown,Active,LoraWAN (TTN),26576
Wifi Device Counter,nCounter,-38.1496014,144.3608612,unknown,unknown,LoraWAN (TTN),56165
Wifi Device Counter,nCounter,-38.1489155,144.3584489,unknown,Active,LoraWAN (TTN),93072
Wifi Device Counter,nCounter,-38.1474393,144.3576924,unknown,Active,LoraWAN (TTN),83196
Wifi Device Counter,Cisco Meraki,-38.148573,144.361279,unknown,unknown,Not LoraWAN,98337
Parking,Turbo,-38.1521818,144.3642471,2P Diagonal,Active,LoraWAN (TTN),49595
Parking,Turbo,-38.1525202,144.3632244,2P Parrallel,Active,LoraWAN (TTN),35902
Parking,Turbo,-38.1485123,144.3611459,2P Parrallel,Active,LoraWAN (TTN),11721
Parking,Turbo,-38.1495716,144.3610219,2P Parrallel,Active,LoraWAN (TTN),2951
Parking,Turbo,-38.1498852,144.3614617,2P Parrallel,Active,LoraWAN (TTN),72388
Parking,Turbo,-38.1510205,144.3573064,2P Parrallel,Active,LoraWAN (TTN),25451
Parking,Turbo,-38.1483584,144.3646351,2P Median,Active,LoraWAN (TTN),40263
Parking,Turbo,-38.1432402,144.3611037,3P Diagonal,Active,LoraWAN (TTN),84611
Parking,Turbo,-38.1514218,144.364608,2P Diagonal,To be installed,LoraWAN (TTN),56057
Wifi Device Counter,nCounter,-38.1467049,144.3683997,unknown,Active,LoraWAN (TTN),1917
Wifi Device Counter,nCounter,-38.1475187,144.3737408,unknown,Inactive,LoraWAN (TTN),71579
Wifi Device Counter,nCounter,-38.1861465,144.3938752,unknown,Active,LoraWAN (TTN),46536
Wifi Device Counter,nCounter,-38.1220226,144.3591414,unknown,Active,LoraWAN (TTN),7971
Wifi Device Counter,nCounter,-38.1456638,144.3587789,unknown,Assigned,LoraWAN (TTN),8919
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,25821
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,3682
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,41199
Wifi Device Counter,nCounter,-38.1424258,144.360149,unknown,Inactive,LoraWAN (TTN),35653
Wifi Device Counter,nCounter,-38.1439919,144.3637687,unknown,Inactive,LoraWAN (TTN),96202
Wifi Device Counter,nCounter,-38.1454818,144.3657981,unknown,Inactive,LoraWAN (TTN),24618
Wifi Device Counter,nCounter,-38.1469338,144.3711246,unknown,Active,LoraWAN (TTN),66185
Wifi Device Counter,nCounter,-38.1746141,144.3430678,unknown,Active,LoraWAN (TTN),30518
Wifi Device Counter,nCounter,-38.1274401,144.3549584,unknown,Active,LoraWAN (TTN),1018
Weather Station,Atmos,-38.1220226,144.3591414,unknown,Active,LoraWAN (TTN),68576
Weather Station,Atmos,-38.1456638,144.3587789,unknown,Active,LoraWAN (TTN),89749
Weather Station,Atmos,-38.1274401,144.3549584,unknown,Inactive,Not LoraWAN,49993
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,57330
Wifi Device Counter,nCounter,-38.1687756,144.3512498,unknown,Active,Not LoraWAN,37804
Wifi Device Counter,Cisco Meraki,-38.143849,144.362906,unknown,unknown,Not LoraWAN,46260
Wifi Device Counter,nCounter,-38.1458692,144.3581138,unknown,Active,Not LoraWAN,22372
Wifi Device Counter,nCounter,-38.1496014,144.3608612,unknown,unknown,Not LoraWAN,78410
Wifi Device Counter,nCounter,-38.1470072,144.3565397,unknown,unknown,Not LoraWAN,53965
Wifi Device Counter,nCounter,-38.14762,144.3622749,unknown,Active,Not LoraWAN,87854
Parking,Turbo,-38.148484,144.362902,2P Parrallel,Active,LoraWAN (TTN),78514
Parking,Turbo,-38.1484674,144.3631551,2P Parrallel,Active,LoraWAN (TTN),69305
Parking,Turbo,-38.1515048,144.3643487,2P Diagonal,Active,LoraWAN (TTN),66503
Parking,Turbo,-38.1495576,144.3603029,2P Parrallel,Active,LoraWAN (TTN),74575
Parking,Turbo,-38.1510081,144.3579266,2P Parrallel,Active,LoraWAN (TTN),36290
Parking,Turbo,-38.1512738,144.3581845,2P Parrallel,Active,LoraWAN (TTN),98079
Parking,Turbo,-38.1472291,144.3567211,2P Parrallel,Active,LoraWAN (TTN),34847
Parking,Turbo,-38.1483292,144.3648312,2P Parrallel,Active,LoraWAN (TTN),94880
Wifi Device Counter,nCounter,-38.1430798,144.361831,unknown,Active,LoraWAN (TTN),89564
Wifi Device Counter,nCounter,-38.1463294,144.367355,unknown,Inactive,LoraWAN (TTN),74193
Wifi Device Counter,nCounter,-38.1479277,144.3588385,unknown,Active,LoraWAN (TTN),8828
Weather Station,Atmos,-38.1861465,144.3938752,unknown,Active,Not LoraWAN,5916
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,51079
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,23501
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,68524
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,50833
Wifi Device Counter,nCounter,-38.1494367,144.3774611,unknown,Active,LoraWAN (TTN),23879
Wifi Device Counter,nCounter,-38.1446587,144.3592925,unknown,Assigned,LoraWAN (TTN),65001
Indoor Temp Sensor,Elsys.SE ESM5K,-38.144711,144.360452,unknown,unknown,LoraWAN (TTN),72823
Indoor Temp Sensor,Elsys.SE ESM5K,-38.1468119,144.3588074,unknown,unknown,LoraWAN (TTN),99450
Wifi Device Counter,nCounter,-38.1493122,144.3770579,unknown,Active,LoraWAN (TTN),54329
Wifi Device Counter,nCounter,-38.1447631,144.3595969,unknown,Active,LoraWAN (TTN),18716
Wifi Device Counter,nCounter,-38.1496014,144.3608612,unknown,unknown,LoraWAN (TTN),38482
Wifi Device Counter,nCounter,-38.1489155,144.3584489,unknown,Active,LoraWAN (TTN),89167
Wifi Device Counter,nCounter,-38.1474393,144.3576924,unknown,Active,LoraWAN (TTN),99656
Wifi Device Counter,Cisco Meraki,-38.148573,144.361279,unknown,unknown,Not LoraWAN,43243
Parking,Turbo,-38.1521818,144.3642471,2P Diagonal,Active,LoraWAN (TTN),81017
Parking,Turbo,-38.1525202,144.3632244,2P Parrallel,Active,LoraWAN (TTN),82427
Parking,Turbo,-38.1485123,144.3611459,2P Parrallel,Active,LoraWAN (TTN),59284
Parking,Turbo,-38.1495716,144.3610219,2P Parrallel,Active,LoraWAN (TTN),45800
Parking,Turbo,-38.1498852,144.3614617,2P Parrallel,Active,LoraWAN (TTN),45036
Parking,Turbo,-38.1510205,144.3573064,2P Parrallel,Active,LoraWAN (TTN),58731
Parking,Turbo,-38.1483584,144.3646351,2P Median,Active,LoraWAN (TTN),89559
Parking,Turbo,-38.1432402,144.3611037,3P Diagonal,Active,LoraWAN (TTN),67592
Parking,Turbo,-38.1514218,144.364608,2P Diagonal,To be installed,LoraWAN (TTN),52734
Wifi Device Counter,nCounter,-38.1467049,144.3683997,unknown,Active,LoraWAN (TTN),97341
Wifi Device Counter,nCounter,-38.1475187,144.3737408,unknown,Inactive,LoraWAN (TTN),68324
Wifi Device Counter,nCounter,-38.1861465,144.3938752,unknown,Active,LoraWAN (TTN),35250
Wifi Device Counter,nCounter,-38.1220226,144.3591414,unknown,Active,LoraWAN (TTN),56111
Wifi Device Counter,nCounter,-38.1456638,144.3587789,unknown,Assigned,LoraWAN (TTN),29462
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,33225
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,2429
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,92265
Wifi Device Counter,nCounter,-38.1424258,144.360149,unknown,Inactive,LoraWAN (TTN),27023
Wifi Device Counter,nCounter,-38.1439919,144.3637687,unknown,Inactive,LoraWAN (TTN),93913
Wifi Device Counter,nCounter,-38.1454818,144.3657981,unknown,Inactive,LoraWAN (TTN),96215
Wifi Device Counter,nCounter,-38.1469338,144.3711246,unknown,Active,LoraWAN (TTN),64487
Wifi Device Counter,nCounter,-38.1746141,144.3430678,unknown,Active,LoraWAN (TTN),31282
Wifi Device Counter,nCounter,-38.1274401,144.3549584,unknown,Active,LoraWAN (TTN),17703
Weather Station,Atmos,-38.1220226,144.3591414,unknown,Active,LoraWAN (TTN),2728
Weather Station,Atmos,-38.1456638,144.3587789,unknown,Active,LoraWAN (TTN),67276
Weather Station,Atmos,-38.1274401,144.3549584,unknown,Inactive,Not LoraWAN,94775
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,88432
Wifi Device Counter,nCounter,-38.1687756,144.3512498,unknown,Active,Not LoraWAN,4683
Wifi Device Counter,Cisco Meraki,-38.143849,144.362906,unknown,unknown,Not LoraWAN,57763
Wifi Device Counter,nCounter,-38.1458692,144.3581138,unknown,Active,Not LoraWAN,4553
Wifi Device Counter,nCounter,-38.1496014,144.3608612,unknown,unknown,Not LoraWAN,10737
Wifi Device Counter,nCounter,-38.1470072,144.3565397,unknown,unknown,Not LoraWAN,80405
Wifi Device Counter,nCounter,-38.14762,144.3622749,unknown,Active,Not LoraWAN,20573
Parking,Turbo,-38.148484,144.362902,2P Parrallel,Active,LoraWAN (TTN),52927
Parking,Turbo,-38.1484674,144.3631551,2P Parrallel,Active,LoraWAN (TTN),88095
Parking,Turbo,-38.1515048,144.3643487,2P Diagonal,Active,LoraWAN (TTN),94496
Parking,Turbo,-38.1495576,144.3603029,2P Parrallel,Active,LoraWAN (TTN),2422
Parking,Turbo,-38.1510081,144.3579266,2P Parrallel,Active,LoraWAN (TTN),32014
Parking,Turbo,-38.1512738,144.3581845,2P Parrallel,Active,LoraWAN (TTN),3187
Parking,Turbo,-38.1472291,144.3567211,2P Parrallel,Active,LoraWAN (TTN),56145
Parking,Turbo,-38.1483292,144.3648312,2P Parrallel,Active,LoraWAN (TTN),48521
Wifi Device Counter,nCounter,-38.1430798,144.361831,unknown,Active,LoraWAN (TTN),60349
Wifi Device Counter,nCounter,-38.1463294,144.367355,unknown,Inactive,LoraWAN (TTN),42899
Wifi Device Counter,nCounter,-38.1479277,144.3588385,unknown,Active,LoraWAN (TTN),28563
Weather Station,Atmos,-38.1861465,144.3938752,unknown,Active,Not LoraWAN,83375
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,18789
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,36391
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,58070
Parking,Turbo,0,0,unknown,Active,Not LoraWAN,53555
Wifi Device Counter,nCounter,-38.1494367,144.3774611,unknown,Active,LoraWAN (TTN),90635
